xcoord	ycoord	type
1090	1379	skeleton
1066	1388	skeleton
1041	1343	seedling
1050	1356	seedling
1016	1369	skeleton
1079	1383	seedling
1063	1389	seedling
1087	1391	seedling
1085	1381	seedling
1181	1327	skeleton
1131	1306	skeleton
1111	1331	skeleton
1108	1323	skeleton
1158	1322	skeleton
1115	1333	skeleton
1173	1361	skeleton
1133	1349	skeleton
1111	1355	skeleton
1116	1369	skeleton
1124	1371	skeleton
1179	1391	skeleton
1192	1379	skeleton
1191	1377	seedling
1181	1374	seedling
1192	1378	seedling
1185	1360	seedling
1182	1357	seedling
1140	1355	seedling
1141	1355	seedling
1186	1355	seedling
1134	1353	seedling
1131	1354	seedling
1133	1349	seedling
1112	1309	seedling
1110	1307	seedling
1228	1379	skeleton
1234	1391	skeleton
1290	1386	skeleton
1226	1312	rosette
1221	1344	seedling
1271	1305	seedling
1383	1314	skeleton
1342	1317	skeleton
1358	1316	skeleton
1342	1315	skeleton
1328	1342	skeleton
1359	1336	skeleton
1364	1353	regrowth
1380	1341	skeleton
1387	1343	skeleton
1392	1329	skeleton
1371	1370	skeleton
1382	1378	skeleton
1376	1354	skeleton
1331	1399	skeleton
1326	1391	skeleton
1398	1367	skeleton
1381	1310	seedling
1382	1317	seedling
1384	1319	seedling
1328	1306	seedling
1323	1321	seedling
1379	1331	seedling
1364	1353	seedling
1315	1375	seedling
1329	1389	seedling
1431	1321	skeleton
1466	1341	skeleton
1431	1366	skeleton
1449	1378	skeleton
1452	1303	skeleton
1436	1370	skeleton
1413	1390	skeleton
1441	1393	skeleton
1484	1351	skeleton
1485	1377	skeleton
1484	1379	skeleton
1479	1394	skeleton
1469	1357	skeleton
1411	1321	seedling
1427	1326	seedling
1442	1329	rosette
1489	1331	seedling
1414	1334	regrowth
1509	1352	skeleton
1595	1339	skeleton
1593	1338	skeleton
1591	1347	skeleton
1592	1342	skeleton
1592	1344	skeleton
1561	1338	skeleton
1571	1365	skeleton
1575	1371	skeleton
1590	1378	skeleton
1580	1370	skeleton
1523	1399	seedling
1522	1398	seedling
1534	1394	seedling
1535	1394	seedling
1525	1395	seedling
1540	1390	seedling
1536	1387	seedling
1528	1386	seedling
1525	1387	seedling
1511	1369	skeleton
1503	1362	skeleton
1576	1354	seedling
1577	1355	seedling
1692	1341	skeleton
1671	1331	skeleton
1647	1311	skeleton
1632	1333	skeleton
1639	1352	skeleton
1634	1351	skeleton
1635	1352	skeleton
1605	1365	skeleton
1609	1351	skeleton
1618	1378	skeleton
1697	1320	seedling
1699	1316	seedling
1679	1309	seedling
1718	1300	skeleton
1781	1346	skeleton
1716	1302	skeleton
1788	1347	skeleton
1790	1390	skeleton
1799	1388	skeleton
1789	1399	skeleton
1780	1321	seedling
1751	1398	seedling
1838	1321	skeleton
1800	1306	skeleton
1810	1310	skeleton
1821	1323	skeleton
1828	1324	skeleton
1830	1344	skeleton
1801	1364	skeleton
1810	1365	skeleton
1802	1380	skeleton
1815	1365	skeleton
1814	1367	skeleton
1856	1375	skeleton
1886	1307	skeleton
1893	1310	skeleton
1892	1317	skeleton
1872	1328	skeleton
1873	1329	skeleton
1873	1330	skeleton
1874	1331	skeleton
1850	1301	skeleton
1854	1339	rosette
1857	1348	seedling
1823	1377	skeleton
1978	1324	skeleton
1962	1332	skeleton
1900	1352	skeleton
1910	1343	skeleton
1931	1352	skeleton
1956	1334	skeleton
1972	1372	skeleton
1980	1375	skeleton
1982	1374	skeleton
1965	1384	skeleton
1955	1378	seedling
1969	1377	seedling
1973	1381	seedling
1971	1380	seedling
1960	1378	seedling
1970	1370	seedling
1958	1362	seedling
1958	1363	seedling
1951	1361	seedling
1968	1304	seedling
1959	1300	seedling
1945	1307	seedling
2098	1322	skeleton
2070	1301	skeleton
2060	1307	skeleton
2059	1311	skeleton
2062	1310	skeleton
2055	1364	skeleton
2097	1399	skeleton
2081	1387	skeleton
2004	1341	rosette
2005	1348	seedling
2005	1361	seedling
2033	1399	seedling
2036	1399	seedling
2050	1399	seedling
2098	1352	seedling
2091	1373	seedling
2197	1306	skeleton
2138	1399	skeleton
2100	1305	seedling
2162	1304	seedling
2172	1329	seedling
2151	1331	rosette
2183	1340	seedling
2156	1345	seedling
2154	1360	seedling
2142	1361	seedling
2158	1375	seedling
2146	1381	seedling
2165	1397	skeleton
2162	1354	seedling
2111	1375	seedling
2202	1301	skeleton
2245	1305	skeleton
2243	1311	skeleton
2259	1312	skeleton
2279	1307	regrowth
2254	1341	skeleton
2234	1353	skeleton
2261	1354	skeleton
2257	1378	skeleton
2284	1352	skeleton
2255	1399	regrowth
2250	1393	skeleton
2208	1380	seedling
2221	1377	seedling
2314	1300	skeleton
2331	1341	skeleton
2331	1333	skeleton
2321	1399	seedling
2352	1347	seedling
2438	1399	skeleton
2562	1344	skeleton
2574	1357	skeleton
2578	1397	seedling
2583	1302	seedling
2657	1376	seedling
2611	1378	seedling
2655	1382	seedling
2761	1306	skeleton
2753	1311	skeleton
2745	1313	skeleton
2700	1364	skeleton
2717	1388	seedling
2746	1390	seedling
2716	1391	seedling
2715	1397	seedling
2893	1301	seedling
2902	1354	seedling
2904	1357	seedling
2905	1358	seedling
2975	1394	seedling
2931	1399	seedling
2905	1386	seedling
2	1462	regrowth
11	1452	skeleton
20	1458	skeleton
16	1467	skeleton
26	1454	skeleton
0	1425	regrowth
92	1420	skeleton
98	1416	skeleton
114	1417	skeleton
178	1499	skeleton
192	1476	skeleton
226	1428	skeleton
298	1431	seedling
278	1402	seedling
354	1457	skeleton
322	1469	skeleton
324	1469	seedling
321	1481	skeleton
769	1436	skeleton
765	1442	regrowth
791	1439	skeleton
817	1417	skeleton
897	1445	skeleton
879	1488	skeleton
825	1408	seedling
826	1409	seedling
827	1407	seedling
841	1428	seedling
836	1429	seedling
838	1430	seedling
837	1432	seedling
867	1446	seedling
810	1472	rosette
876	1498	seedling
986	1451	skeleton
983	1487	skeleton
972	1478	skeleton
971	1403	rosette
903	1411	skeleton
916	1464	seedling
932	1467	seedling
912	1465	seedling
916	1477	seedling
919	1478	seedling
915	1479	seedling
915	1480	seedling
981	1493	skeleton
1099	1423	skeleton
1084	1418	skeleton
1094	1429	skeleton
1079	1434	skeleton
1009	1428	skeleton
1035	1491	skeleton
1082	1403	skeleton
1080	1438	skeleton
1009	1404	seedling
1073	1413	seedling
1075	1414	seedling
1071	1414	seedling
1078	1415	seedling
1094	1402	seedling
1109	1447	skeleton
1126	1456	skeleton
1173	1471	skeleton
1198	1466	skeleton
1131	1477	skeleton
1225	1401	skeleton
1209	1457	skeleton
1288	1402	skeleton
1296	1414	skeleton
1294	1426	skeleton
1271	1467	skeleton
1227	1454	skeleton
1208	1464	skeleton
1256	1497	skeleton
1206	1499	skeleton
1299	1497	skeleton
1266	1486	skeleton
1208	1459	skeleton
1214	1461	seedling
1342	1419	skeleton
1306	1432	skeleton
1319	1442	skeleton
1334	1457	skeleton
1338	1446	skeleton
1325	1461	skeleton
1339	1467	skeleton
1348	1451	skeleton
1390	1490	skeleton
1327	1451	seedling
1326	1452	seedling
1342	1453	seedling
1341	1451	seedling
1323	1459	seedling
1326	1459	seedling
1327	1460	seedling
1326	1463	seedling
1325	1466	seedling
1320	1469	seedling
1342	1491	skeleton
1382	1488	skeleton
1421	1446	seedling
1415	1429	skeleton
1483	1467	skeleton
1576	1441	skeleton
1579	1443	skeleton
1588	1426	skeleton
1558	1437	seedling
1557	1439	seedling
1553	1442	seedling
1554	1443	seedling
1555	1445	seedling
1558	1445	seedling
1528	1443	seedling
1646	1414	skeleton
1651	1418	skeleton
1604	1402	skeleton
1610	1469	skeleton
1622	1465	skeleton
1643	1468	skeleton
1644	1499	skeleton
1646	1499	skeleton
1760	1403	skeleton
1761	1404	skeleton
1741	1412	skeleton
1785	1499	skeleton
1781	1403	seedling
1858	1406	skeleton
1897	1448	skeleton
1899	1453	skeleton
1858	1461	skeleton
1833	1486	skeleton
1849	1499	skeleton
1899	1499	skeleton
1890	1401	seedling
1887	1404	seedling
1889	1404	seedling
1885	1408	seedling
1835	1424	seedling
1844	1425	seedling
1843	1426	seedling
1889	1432	seedling
1857	1437	seedling
1841	1448	seedling
1848	1449	seedling
1926	1444	skeleton
1925	1443	skeleton
1908	1405	seedling
1906	1404	seedling
1969	1407	seedling
1981	1448	seedling
1977	1461	seedling
1912	1488	seedling
1915	1488	seedling
1916	1489	seedling
1925	1489	seedling
1924	1494	seedling
1914	1495	seedling
1905	1499	seedling
1907	1499	seedling
1909	1499	seedling
2073	1452	skeleton
2092	1467	skeleton
2092	1412	skeleton
2018	1405	seedling
2011	1405	seedling
2018	1407	seedling
2023	1403	seedling
2033	1401	seedling
2049	1400	seedling
2053	1403	seedling
2055	1402	seedling
2055	1404	seedling
2065	1414	seedling
2058	1416	seedling
2059	1417	seedling
2064	1418	seedling
2068	1420	seedling
2072	1444	seedling
2099	1454	seedling
2098	1452	seedling
2069	1470	seedling
2048	1473	seedling
2050	1475	seedling
2070	1491	seedling
2051	1499	seedling
2137	1422	skeleton
2153	1499	skeleton
2134	1433	skeleton
2156	1433	seedling
2165	1440	seedling
2179	1448	seedling
2178	1453	seedling
2192	1458	seedling
2139	1465	seedling
2160	1473	skeleton
2145	1471	seedling
2188	1483	seedling
2173	1498	seedling
2180	1499	seedling
2260	1403	skeleton
2264	1404	skeleton
2261	1427	skeleton
2222	1442	skeleton
2206	1482	skeleton
2366	1422	skeleton
2428	1482	skeleton
2439	1477	seedling
2526	1416	regrowth
2515	1420	skeleton
2584	1426	seedling
2541	1446	seedling
2536	1446	seedling
2571	1460	seedling
2570	1462	seedling
2510	1499	rosette
2551	1469	seedling
2729	1416	seedling
2798	1457	seedling
2877	1434	seedling
2830	1469	seedling
2831	1469	seedling
2835	1485	seedling
2828	1486	seedling
2987	1412	seedling
